1112,1
2132,1
1114,1
2254,1
2538,1
2657,1
2701,1
1178,1
1209,1
1260,1
1267,1
1033,1
1039,1
1419,1
1454,1
1486,1
1488,1
1548,1
1090,1
1951,1
3067,10
3910,10
4102,10
4299,10
1340,10
1861,10
2031,100
2300,100
2441,100
3054,100
3332,100
4921,100
5182,100
5367,100
5379,100
6237,100
6319,100
6387,100
6529,100
6731,100
6752,100
1072,100
3878,101
6107,101
6161,101
6414,101
6478,101
6736,101
6785,101
6795,101
2474,102
2880,102
4308,102
6321,102
6493,102
2765,103
3066,103
3402,103
6713,103
6837,103
1697,103
3335,104
4513,104
4922,104
1397,104
6534,104
6787,104
2020,105
2033,105
2092,105
2330,105
2364,105
2465,105
2597,105
2798,105
2812,105
2833,105
3006,105
3375,105
3398,105
3413,105
3432,105
3490,105
3532,105
3655,105
3734,105
3793,105
1028,105
4056,105
4142,105
4372,105
4668,105
4760,105
4863,105
4958,105
5151,105
5303,105
5386,105
5483,105
1450,105
5516,105
5551,105
1463,105
5646,105
5761,105
5849,105
5857,105
5904,105
6026,105
6093,105
6111,105
6133,105
6149,105
6159,105
6182,105
6245,105
6351,105
6370,105
6386,105
6422,105
6496,105
6542,105
6584,105
6634,105
6636,105
6669,105
6684,105
6802,105
1833,105
1875,105
3961,106
6566,106
6569,106
6570,106
1709,106
2097,107
2202,107
2361,107
1017,107
2782,107
4730,107
4772,107
4941,107
6568,107
6666,107
1958,107
2426,108
2706,108
2924,108
3006,108
3128,108
3259,108
3657,108
4001,108
4434,108
4778,108
5108,108
5514,108
5719,108
6163,108
6388,108
6399,108
6451,108
6758,108
1629,108
2024,109
1114,109
3820,109
4419,109
5372,109
5594,109
5712,109
1049,109
6099,109
6131,109
6242,109
6260,109
6288,109
6291,109
6658,109
1706,109
2011,11
2103,11
2104,11
2111,11
2154,11
2182,11
2239,11
2260,11
2308,11
2309,11
2321,11
1139,11
1141,11
2437,11
2534,11
2583,11
2595,11
2614,11
2621,11
2640,11
2643,11
2649,11
2669,11
2691,11
2727,11
2751,11
2758,11
2788,11
2795,11
2801,11
2850,11
2872,11
2904,11
2985,11
2999,11
3019,11
3043,11
3046,11
3068,11
3092,11
3109,11
3134,11
3151,11
3155,11
3183,11
3187,11
3189,11
3217,11
3544,11
3593,11
3817,11
3836,11
3996,11
3998,11
4100,11
4114,11
4224,11
4332,11
5208,11
1430,11
1470,11
1519,11
1539,11
1545,11
1635,11
1649,11
1723,11
1767,11
1789,11
1791,11
1818,11
1854,11
1877,11
1892,11
1952,11
3088,110
3679,110
3759,110
5051,110
5452,110
5553,110
5744,110
6023,110
6100,110
6491,110
6559,110
2020,111
2097,111
2331,111
2362,111
2384,111
2622,111
2685,111
2749,111
2760,111
1184,111
3220,111
3353,111
3371,111
3400,111
3426,111
3436,111
3458,111
3753,111
4174,111
4345,111
4346,111
4360,111
4591,111
4687,111
4808,111
1391,111
4914,111
5509,111
5692,111
1470,111
5738,111
1476,111
5784,111
5865,111
6242,111
6445,111
6482,111
6498,111
6657,111
1573,111
6798,111
1587,111
1628,111
1778,111
1871,111
1930,111
2015,112
2032,112
2105,112
2130,112
2175,112
2226,112
2256,112
2259,112
2296,112
2299,112
2316,112
2335,112
2362,112
2374,112
2380,112
2385,112
2407,112
2418,112
2500,112
2509,112
2574,112
1016,112
2608,112
2631,112
2640,112
2678,112
2685,112
2760,112
2780,112
2791,112
2817,112
2953,112
1198,112
3012,112
3060,112
3117,112
3297,112
3327,112
3338,112
3353,112
3368,112
3415,112
3474,112
3498,112
3572,112
3581,112
3590,112
3652,112
3681,112
3692,112
3741,112
3753,112
3776,112
3800,112
3833,112
3848,112
3904,112
4012,112
4053,112
4060,112
4175,112
4234,112
1331,112
4326,112
4387,112
4595,112
4658,112
4673,112
4806,112
4827,112
4831,112
4901,112
4909,112
4911,112
5207,112
5263,112
5291,112
5339,112
5340,112
1436,112
5370,112
5393,112
1444,112
5493,112
5504,112
5517,112
1455,112
5559,112
5639,112
1467,112
5676,112
5682,112
5687,112
5688,112
5790,112
5801,112
5859,112
5861,112
5877,112
5891,112
5897,112
5910,112
5962,112
5976,112
5984,112
1499,112
6008,112
6034,112
6089,112
6138,112
6175,112
1052,112
6206,112
6256,112
6350,112
6400,112
6411,112
6420,112
6446,112
6453,112
6522,112
6538,112
1557,112
6596,112
6647,112
6672,112
6674,112
6698,112
6743,112
6811,112
1590,112
1605,112
1618,112
1660,112
1664,112
1668,112
1689,112
1713,112
1721,112
